AdverseSummary,Description,DevStatus,DevStatusId,Drugs,Indications,OutcomeSummary,ProtocolTitle,References,TreatmentSummary,TrialId,TrialStatus
"<AdverseEvents><para>In September  2018, primary analysis results were published. More unsolicited reports of adverse events  (AEs) were observed in the GSK-692342 versus placebo group (67.4 versus 45.4%) within 30 days after injection, with the difference attributed mainly to injection-site reactions and influenza-like symptoms. In the two groups, serious AEs, potential immune-mediated diseases, and deaths occurred with similar frequencies [<ulink linkType=""Reference"" linkID=""2076137"">2076137</ulink>]. Similar results were pubished in October 2018 [<ulink linkType=""Reference"" linkID=""2077093"">2077093</ulink>],</para><para>In October 2018, results were presented. Adverse events were reported in 67.4 and 45.4% of patients in the M72/AS01E and placebo groups, respectively, within the first 30 days of follow-up, with causally related events, grade 3 events and causally related grade 3 events reported in 55.5 and 20.8, 13.1 and 6.9 and 9.9 and 1.5% of patients, respectively. Serious adverse events were reports in 1.6 and 1.8 % of patients, respectively, in the first 6 months, with casually related serious events reported in 1 patient in each group and potential immune-mediated disease reported in 2 and 5 patients, respectively. Across the whole study, fatal and injury-related fatal serious adverse events were reported in 7 and 6 patients, respectively, in the M72/AS01E group, and in 17 and 8 patients, respectively, in the placebo group; there were no reports of causally related fatal serious adverse events. Tuberculosis infections were categorized by prespecified definitions: definition 1 required a positive in either culture or PCR tests prior to treatment without HIV infection (primary endpoint); definition 2 required a minimum of positive in PCR test prior to treatment without HIV infection; definition 3 and 4 required any positive within 4 weeks of treatment start without and with HIV infection, respectively; definition 5 and modified definition 5 required any positive at any point in study with and without HIV infection, respectively [<ulink linkType=""Reference"" linkID=""2078253"">2078253</ulink>], [<ulink linkType=""Reference"" linkID=""2079824"">2079824</ulink>].<br/> </para></AdverseEvents>",<ProtocolDescription><para>Subjects would receive either two doses of the intramuscular candidate tuberculosis vaccine (<ulink linkType="Drug" linkID="9490">GSK-69234</ulink>) or placebo on  days 0 and 30. </para></ProtocolDescription>,Phase 2/Phase 3 Clinical,C23,"MTB72F vaccine (tuberculosis), GSK/ IAVI",Mycobacterium tuberculosis infection,"<Outcomes><para>In September 2018, primary analysis results were published. A total of 1623 and 1660 subjects  in the GSK-692342 or placebo groups were included in the according-to-protocol efficacy cohort. The primary case definition (bacteriologically confirmed active pulmonary tuberculosis, with confirmation before treatment) was met by total of n = 10 versus 22  subjects in the GSK-692342  versus placebo group (incidence, 0.3  versus 0.6 cases per 100 person-years). The vaccine efficacy was 54% (p = 0.04). Results for the total vaccinated efficacy cohort were similar (vaccine efficacy, 57%; p = 0.03)  [<ulink linkType=""Reference"" linkID=""2076137"">2076137</ulink>]. In October 2018, results were presented [<ulink linkType=""Reference"" linkID=""2077671"">2077671</ulink>], [<ulink linkType=""Reference"" linkID=""2077093"">2077093</ulink>].</para><para>In October 2018, results were presented. The vaccine efficacy against definition 1 pulmonary tuberculosis was 54% (p = 0.0416), with 10 and 22 patients in the vaccine and placebo groups having tuberculosis infection. The vaccine efficacy in case definitions 2, 3, 4, 5 and modified 5 were 58, 35, 36, 29 and 28%, respectively (p = 0.051, 0.174, 0.144, 0.225 and 0.267, respectively). The efficacy in the sensitivity analysis (any 2 positive results prior to treatment start) was 70% (p = 0.017)  [<ulink linkType=""Reference"" linkID=""2078253"">2078253</ulink>], [<ulink linkType=""Reference"" linkID=""2079824"">2079824</ulink>].<br/></para></Outcomes>",Study to Evaluate the Efficacy of GlaxoSmithKline (GSK) Biologicals' Candidate Tuberculosis (TB) Vaccine in Healthy Adults,115616; NCT01755598; PACTR201311000639144,"<Regimens><para>Subjects were randomly assigned in a 1 : 1 ratio and  received two doses of either GSK-692342 or placebo intramuscularly 1 month apart. Most subjects had previously received the bacille Calmette–Guerin vaccine  [<ulink linkType=""Reference"" linkID=""2077093"">2077093</ulink>], [<ulink linkType=""Reference"" linkID=""2077671"">2077671</ulink>], [<ulink linkType=""Reference"" linkID=""2078253"">2078253</ulink>], [<ulink linkType=""Reference"" linkID=""2079824"">2079824</ulink>].</para></Regimens>",102580,Completed
null,"<ProtocolDescription><para>Per 5/30/95 amendment: Patients who have received an acceptable induction regimen prior to study entry and have been found to be susceptible to isoniazid and rifampin with no pyrazinamide resistance were randomized to receive either isoniazid or rifampin plus vitamin B6 biweekly for 18 or 31 weeks. Patients were to be  evaluated at months 1, 2, 4, 6, 8, and 10, and every 4 months thereafter. Minimum follow-up was  to be one and half  years.  </para><para>Original: In the induction phase, patients enrolled in 'drug-susceptible' areas (defined as metropolitan areas with a resistance rate for isoniazid therapy of less than 10 percent) were to receive four drugs: isoniazid (plus pyridoxine), rifampin, pyrazinamide, and ethambutol. Patients enrolled in 'drug-resistant' areas (resistance rate for isoniazid of 10 percent or higher) were to receive the four-drug regimen with or without a fifth drug, <ulink linkType=""Drug"" linkID=""3492"">levofloxacin</ulink>. After 8 weeks of induction, patients with multi-drug resistance were to be  removed from study regimens; all other patients were to enter a continuation phase. Pansusceptible patients (showing susceptibility to all first-line anti-TB drugs) were to  receive two study drugs for an additional 18 or 31 weeks; patients with isoniazid-resistant (or intolerant) TB receive two or three study drugs for an additional 44 weeks, while those with rifampin-resistant TB receive two or three study drugs for an additional 70 weeks. Patients were to be evaluated every 2 weeks in the induction phase and every 12 weeks in the continuation phase. Minimum follow-up was to be two  years.</para></ProtocolDescription>",Phase 3 Clinical,C3,levofloxacin,HIV infection; Mycobacterium tuberculosis infection,null,The Treatment of Tuberculosis in HIV-Infected Patients,11199; ACTG 222; CPCRA 019; NCT00001033,null,10643,Completed
null,<ProtocolDescription><para>In this study  patients
      recently diagnosed with TB comprising 360 HIV-negative and 90 HIV-positive adults  would be allocated
      to three trial groups:<br/>A within group paired comparison of 0.1 microg/0.1 ml C-Tb and 2 T.U Tuberculin PPD RT 23 in 150 TB
           patients. The C-Tb and PPD RT 23 agents would be given concomitantly to each patients in
           the right  and  left forearms according to a randomization scheme.<br/>A group of 150 TB patients   would  only receive the 0.1 microg C-Tb agent randomized to either right  
           or left forearm.<br/>A group of 150 TB patients   would only receive the reference agent 2 T.U Tuberculin PPD RT 23 randomized
           to either right or left forearm.</para></ProtocolDescription>,Phase 2/Phase 3 Clinical,C23,null,Mycobacterium tuberculosis infection,null,Safety Study Investigating if Concomitant Injections of C-Tb and 2 T.U Tuberculin Affect Induration Responses,NCT01779102; TESEC-07,null,108104,Completed
null,"<ProtocolDescription><para>There are two ongoing studies in Oxford. The first is a phase I trial of the safety and immunogenicity of <ulink linkType=""Drug"" linkID=""55317"">MVA85A</ulink> in individuals who are latently infected with mycobacterium. We have now vaccinated all 12 volunteers with no serious adverse events. The second is a dose-selection study evaluating the safety and immunogenicity of two different doses of MVA85A (1x10[8] and 1x10[7] pfu), in healthy adult volunteers who have previously been vaccinated with BCG. Here we have vaccinated 11 individuals with the higher dose (1x10[8]) with no serious adverse events, the main side effect being a fever at 24 to 48 h post-vaccination, which completely resolves over 24 h. Results from the low dose arm will be collected over the next few months.</para></ProtocolDescription>",Phase 1 Clinical,C1,MVA-85A,HIV infection; Mycobacterium tuberculosis infection,"<Outcomes><para>Results were published in November 2011. In subjects with HIV infection <ulink linkType=""Drug"" linkID=""55317"">MVA-85A</ulink> was found to be safe. In any subjects in CD4 count or HIV RNA load there were no clinically significant vaccine-related changes, and no evidence from qPCR analyses to indicate that <ulink linkType=""Drug"" linkID=""55317"">MVA-85A</ulink> vaccination leads to widespread preferential infection of vaccine-induced CD4 T cell populations. Compared with historical data from HIV-uninfected subjects, both doses of <ulink linkType=""Drug"" linkID=""55317"">MVA-85A</ulink> induced an antigen-specific IFN-gama response, although of a lesser magnitude that was durable for 24 weeks. The functional quality of the vaccine-induced T cell response in HIV-infected subjects was remarkably comparable with that observed in healthy HIV-uninfected controls, but less durable [<ulink linkType=""Reference"" linkID=""1507567"">1507567</ulink>].</para></Outcomes>","The Safety and Immunogenicity of a TB Vaccine; MVA85A, in Healthy Volunteers Who Are Infected With HIV",NCT00395720; TB010,"<Regimens><para>Subjects received two different doses of <ulink linkType=""Drug"" linkID=""55317"">MVA-85A</ulink> were each evaluated as a single immunisation in 10 subjects, with 24 weeks of follow-up [<ulink linkType=""Reference"" linkID=""1507567"">1507567</ulink>].</para></Regimens>",10868,Completed
