ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1+,T-Helper Lymphocytes; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,lamivudine,3474,230,Viread; efavirenz; ethambutol; isoniazid; lamivudine; pyrazinamide; rifabutin; zidovudine,230,RRHT,Rifampicin versus Rifabutin in HIV/AIDS Patients Combined With Tuberculosis,2017ZX10202101-002; NCT03478033; RRHT,Shanghai Public Health Clinical Center,334027,"APRIL    , 15, 2018",Recruiting
2,null,Mycobacterium tuberculosis infection,Avelox,Phase 4 Clinical,C4,moxifloxacin,12978,32,"moxifloxacin, Synthesis",32,null,"Open-label, randomized, crossover study of the comparative pharmacokinetics and bioequivalence of drugs moxifloxacin film-coated tablets 400 mg (JSC ""Synthesis"", Russia) and Avelox tablets, film-coated 400 mg (Bayer Pharma AG, Germany) in healthy volunteers on an empty stomach",21092015-MoxSin-001,Joint Stock Company Kurganskoye medicines and medical products" Synthesis,255583,"MARCH    , 04, 2016",Status not specified
2,null,Mycobacterium tuberculosis infection,Avelox,Phase not specified,NS,moxifloxacin,12978,42,"moxifloxacin, Pharmasyntez",42,null,"Open, randomized, crossover study of comparative pharmacokinetics and bioequivalence of drugs Moxifloxacin tablets, film-coated, 400 mg (JSC ""Pharmasyntez"", Russia) and Avelox tablets, film-coated, 400 mg (""Bayer Pharma AG"", Germany)",P03 / 2015,Pharmasyntez,247038,"NOVEMBER , 23, 2015",Status not specified
1,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,Perchlozone,87251,120,Perchlozone,120,null,"An Open, Prospective, Comparative, Randomized, Controlled Clinical Trial Of Efficacy And Safety Perhlozone Capsules (JSC 'Pharmasyntez', Russia), Used In Doses Of 9.5 And 12.5 mg/kg Night In The Complex Treatment Of Pulmonary Tuberculosis",PERHL-02-2012,Pharmasyntez,169098,"JANUARY  , 28, 2013",Status not specified
1+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2b Clinical,C2B,metformin hydrochloride,6050,316,ethambutol; isoniazid; metformin; pyrazinamide; rifampicin,316,null,Metformin in tuberculosis,CTRI/2018/01/011176; Version 1.0,"Open Source Pharma Foundation, Tuberculosis Research Centre",325158,"NOVEMBER , 01, 2018",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,pravastatin,4155,40,ethambutol; isoniazid; pravastatin; pyrazinamide; rifampin,40,StAT-TB,Statin Adjunctive Therapy for TB,IRB00145353; NCT03456102; StAT-TB,Johns Hopkins University,331728,"AUGUST   , 15, 2019",Not yet recruiting
1,Cytokines; T-Lymphocytes,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,Ad5Ag85A,71323,28,Ad5Ag85A,28,null,Phase I Clinical Trial of the Safety and Immunogenicity of an Adenovirus-based TB Vaccine Administered by Aerosol,M002; NCT02337270,McMaster University,219950,"SEPTEMBER, 05, 2017",Recruiting
2,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,bedaquiline,51310,60,background regimen therapy; bedaquiline,60,null,Pharmacokinetic Study to Evaluate Anti-Mycobacterial Activity of TMC-207 in Combination With Background Regimen (BR) of Multidrug Resistant Tuberculosis (MDR-TB) Medications for Treatment of Children/Adolescents Pulmonary MDR-TB,2014-003372-23; 2016-CT0355; CR106371; CTRI/2018/03/012637; NCT02354014; PHRR160801-001314; TMC207-C211; TMC207-TIDP59-C211,"Janssen Research & Development LLC, Janssen-Cilag International NV (BE), Quintiles Philippines, Inc",221523,"MAY      , 03, 2016",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,rifabutin,4229,30,lopinavir+ritonavir; rifabutin,30,RIFLOPI,Rifabutin With Lopinavir/ritonavir in Patients Coinfected With Tuberculosis and HIV in Burkina Faso,PACTR201310000629390; RIFLOPI,"Institut de Recherche en Sciences de la Sante (IRSS), Burkina Faso",161441,"NOVEMBER , 28, 2013",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,gatifloxacin; levofloxacin; moxifloxacin; p-aminosalycilic acid; prothionamide,Phase 4 Clinical,C4,levofloxacin,3492,320,clofazimine; gatifloxacin; levofloxacin; moxifloxacin; p-aminosalycilic acid; prothionamide,140,null,"Multicenter, controlled clinical study of the safety, tolerability and efficacy of clofazimine in the treatment of drug-resistant tuberculosis",ChiCTR1800014800,Beijing Chest Hospital,328802,"DECEMBER , 01, 2009",No longer recruiting
1+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2/Phase 3 Clinical,C23,levofloxacin,3492,900,bedaquiline; clofazimine; ethambutol; isoniazid; levofloxacin; linezolid; pyrazinamide; rifampicin; rifapentine,900,TRUNCATE-TB,A 2 Month Regimens Using Novel Combinations to Augment Treatment Effectiveness for Drug-Sensitive Tuberculosis,2016-CT0376; NCT03474198; PHRR170327-001522; TRUNCATE-TB; TRUNCATE-TB,"Syneos Health Inc, University College London",333435,"MARCH    , 21, 2018",Recruiting
2,null,Mycobacterium tuberculosis infection,Rifafour e-275,Phase 2a Clinical,C2A,pretomanid,13323,69,PA-824,69,null,Phase IIa Evaluation of Early Bactericidal Activity of PA-824 in Pulmonary Tuberculosis,NCT00567840; PA-824-CL-007,TB Alliance,9381,"AUGUST   , 31, 2007",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,pretomanid,13323,6,PA-824,6,CL-004,"A Study of the Safety, Tolerability, and Absorption, Metabolism, and Excretion of PA-824 in Healthy Adult Male Subjects",CL-004; NCT03202693; PA 824-CL-004,TB Alliance,303299,"MARCH    , 31, 2006",Completed
2,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bilirubin; Blood platelets; Calcium; Carbon dioxide; Chlorides; Creatine kinase; Creatinine; Diastolic blood pressure; Eosinophils; Erythrocytes; Glucose; Heart rate; Hematocrit; Hemoglobin; Leukocyte count; Lymphocytes; Mean corpuscular hemoglobin; Mean corpuscular volume; Monocytes; Neutrophils; Potassium; Reticulocytes; Sodium; Systolic blood pressure; Urea; gamma-Glutamyltransferase,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,rifabutin,4229,15,cabotegravir; cabotegravir; rifabutin,15,null,Effect of Rifabutin on the Pharmacokinetics of Oral Cabotegravir in Healthy Subjects,205712; NCT03149848,ViiV Healthcare Ltd,298711,"JUNE     , 06, 2017",Completed
1+,T-Helper Lymphocytes; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,rifabutin,4229,230,Viread; efavirenz; ethambutol; isoniazid; lamivudine; pyrazinamide; rifabutin; zidovudine,230,RRHT,Rifampicin versus Rifabutin in HIV/AIDS Patients Combined With Tuberculosis,2017ZX10202101-002; NCT03478033; RRHT,Shanghai Public Health Clinical Center,334027,"APRIL    , 15, 2018",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,telacebec,85970,70,"Q-203, Qurient / Infectex",70,null,"Open, phase I clinical trial to evaluate the safety, tolerability and pharmacokinetic parameters of Q-203 after single and multiple doses in healthy volunteers",INX-Q101,Infectex,255234,"JANUARY  , 12, 2016",Status not specified
1+,Total body mass,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,pretomanid,13323,180,bedaquiline; linezolid; pretomanid,180,ZeNiX,"Safety and Efficacy of Various Doses and Treatment Durations of Linezolid Plus Bedaquiline and Pretomanid in Participants With Pulmonary TB, XDR-TB, Pre-XDR-TB or Non-responsive/Intolerant MDR-TB",NC-007- (B-Pa-L); NCT03086486; ZENIX (B-PA-L) NC-007; ZeNiX,TB Alliance,293734,"OCTOBER  , 31, 2017",Recruiting
1+,null,Mycobacterium tuberculosis infection,clofazimine; ethambutol; isoniazid; kanamycin; moxifloxacin; prothionamide; pyrazinamide,Phase 1/Phase 2 Clinical,C12,moxifloxacin,12978,250,clofazimine; econazole; ethambutol; isoniazid; kanamycin; moxifloxacin; prothionamide; pyrazinamide,250,RESWMEN,Using econazole to attempt to shorten the duration of treatment in MDR tuberculosis,CTRI/2019/03/018237; PGI-MDR TB/01 version 2 dated 12.09.2018; RESWMEN,Indian Council of Medical Research,374838,"MAY      , 01, 2019",Not yet recruiting
1+,Total body mass,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2/Phase 3 Clinical,C23,bedaquiline,51310,450,bedaquiline; moxifloxacin; pretomanid; pyrazinamide,450,SIMPLICITB,"Trial to Evaluate the Efficacy, Safety and Tolerability of BPaMZ in Drug-Sensitive (DS-TB) Adult Patients and Drug-Resistant (DR-TB) Adult Patients",39186; B-Pa-M-Z; NC-008; NC-008 (B-Pa-M-Z); NC-008 (B-Pa-M-Z) 39186; NCT03338621; NMRR-17-2826-39186; PHRR180723-001867; SIMPLICITB; SIMPLICITB (B-PA-M-Z) NC-008,"PPD Pharmaceutical Development Philippines Corporation, TB Alliance",319125,"JULY     , 30, 2018",Recruiting
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,ofloxacin,52139,217,gatifloxacin; isoniazid; moxifloxacin; ofloxacin; pyrazinamide; rifampicin,217,null,"A Comparative Study of the Bactericidal and Sterilising Activity of Three Fluoroquinolones: Gatifloxacin, Moxifloxacin and Ofloxacin Substituted for Ethambutol in the Two Month Initial Phase of the Standard Anti-Tuberculosis Treatment Regimen Also Containing Rifampicin, Isoniazid and Pyrazinamide (South Africa)",ISRCTN13670619; RPC078,United Nations International Children's Fund,152200,"NOVEMBER , 25, 2004",Completed
1+,Alanine transaminase; Aspartate aminotransferase; Bilirubin; Blood cells; Creatine kinase; Creatinine; Estimated glomerular filtration rate; Lipase; Lipids,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,"darunavir + cobicistat (fixed dose, HIV infection), Janssen R&D/ Gilead",72148,75,Prezcobix; dolutegravir; isoniazid; rifapentine,75,null,Impact of Once-Weekly Rifapentine and Isoniazid on the Steady State Pharmacokinetics of Dolutegravir and Darunavir Boosted With Cobicistat in Healthy Volunteers,16-CC-0112; 160112; NCT02771249,National Institutes of Health Clinical Center,260814,"JUNE     , 03, 2016",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,pretomanid,13323,62,pretomanid,62,null,Phase I clinical trial of single-dose of PA-824,CTR20181897; LSF-157-SD-P-V1.2,"Shanghai Fosun Pharmaceutical (Group) Co Ltd, Shanghai Fosun Pharmaceutical Industry Development Co Ltd",362102,"MARCH    , 14, 2018",No longer recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,12,GSK-692342,12,null,Safety and Immunogenicity of a Candidate Tuberculosis (TB) Vaccine Given to PPD-Negative Adults,692342/001; CCTB001-01; NCT00730795,GlaxoSmithKline plc,23067,"JANUARY  , 31, 2004",Completed
5+,null,Mycobacterium tuberculosis infection,bedaquiline; bedaquiline; clofazimine; clofazimine; delamanid; delamanid; linezolid; linezolid,Phase 3 Clinical,C3,bedaquiline,51310,500,bedaquiline; clofazimine; delamanid; linezolid,500,endTB-Q,Evaluating Newly Approved Drugs in Combination Regimens for Multidrug-Resistant TB With Fluoroquinolone Resistance,MSF ERB-1761; NCT03896685; endTB-Q,Médecins Sans Frontières France,375499,"JUNE     , 30, 2019",Not yet recruiting
2,null,Mycobacterium tuberculosis infection,AS-02,Phase 1 Clinical,C1,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,50,Mtb72F/AS02A,50,null,Safety and Immunogenicity of GSK Biological's Candidate Tuberculosis Vaccine Mtb72F/AS02 in Healthy PPD-Negative Adults,102039; NCT00291889,GlaxoSmithKline plc,9540,"JULY     , 31, 2004",Completed
1+,T-Helper Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 3 Clinical,C3,ranitidine,44309,400,aspirin; isoniazid; levofloxacin; pyrazinamide; ranitidine; rifampicin,400,SURE,Short Intensive Treatment For Children With Tuberculous Meningitis,ISRCTN40829906; SURE; SURE,University College London,360104,"JANUARY  , 02, 2018",Not yet recruiting
1,Heart rate; PR interval; QRS complex; QT interval,Mycobacterium tuberculosis infection,null,Phase 2/Phase 3 Clinical,C23,"clofazimine (oral, tuberculosis), Novartis",91861,380,Lamprene,380,null,Clofazimine treatment of multidrug-resistant tuberculosis (MDRTB),2015-004440-19; CLAM320B2202,Novartis AG,284370,"MARCH    , 01, 2016",Terminated
1+,Intracranial pressure,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,linezolid,11036,36,Gabriox; ethambutol; isoniazid; pyrazinamide; rifampicin,36,SIMPLE,Pharmacokinetic Study of Linezolid for TB Meningitis,NCT03537495; SIMPLE; TB-201805.01,Universitas Padjadjaran,340851,"JUNE     , 30, 2019",Not yet recruiting
2+,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,linezolid,11036,448,amikacin; amoxicillin + clavulanate; azithromycin; bedaquiline; capreomycin; clarithromycin; clofazimine; cycloserine; delaminid; ethambutol; ethionamide; gatifloxacin; imipenem/cilastatin; isoniazid; kanamycin; levofloxacin; linezolid; meropenem; moxifloxacin; ofloxacin; para-aminosalicylic acid; pretomanid; prothionamide; pyrazinamide; rifabutin; rifampicin; streptomycin; sutezolid; terizidone; thioacetazone; whole genome sequencing,448,InDEX,The Individualized M(X) Drug-resistant TB Treatment Strategy Study,CAP 020; InDEX; NCT03237182,Centre for the AIDS Program of Research in South Africa,307654,"JUNE     , 14, 2017",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 2/Phase 3 Clinical,C23,VPM-1002,55569,2000,VPM-1002,2000,null,Phase II/III Study To Check The Efficacy And Safety Of Recombinant BCG Vaccine In TB Patients In India,CTRI/2017/03/008266; VPM1002-IN-3.01TBR Version 2.0,Serum Institute of India Ltd,292836,"APRIL    , 01, 2017",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin; streptomycin,Phase 2 Clinical,C2,linezolid,11036,100,ethambutol; isoniazid; linezolid; pyrazinamide; rifampicin; streptomycin,100,ESCALATE,To observe if administration of drug namely linezolid along with standard four drug regimen in intensive(initial) phase of Tubercular meningitis will help reduce death and disability among patients when compared to standard four drug antitubercular drug therapy alone,CTRI/2019/06/019501; ESCALATE,All India Institute of Medical Sciences,383209,"JUNE     , 07, 2019",Not yet recruiting
1+,T-Helper Lymphocytes; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,zidovudine,44316,230,Viread; efavirenz; ethambutol; isoniazid; lamivudine; pyrazinamide; rifabutin; zidovudine,230,RRHT,Rifampicin versus Rifabutin in HIV/AIDS Patients Combined With Tuberculosis,2017ZX10202101-002; NCT03478033; RRHT,Shanghai Public Health Clinical Center,334027,"APRIL    , 15, 2018",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,rifapentine,15102,38,rifapentine,38,null,The safety and efficacy of high dose rifapentine in treatment of tuberculosis,ChiCTR1800019294,Shanghai Public Health Clinical Center,359664,"JANUARY  , 01, 2019",Not yet recruiting
2,CD4+,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,"lamivudine + abacavir + zidovudine, GSK",26574,350,lamivudine + abacavir + zidovudine,350,null,Anti-HIV Drugs for Ugandan Patients With HIV and Tuberculosis,1 R01 AI051219-01A2; 1R01AI051219-01A2; NCT00078247,National Institute of Allergy and Infectious Diseases,8801,"OCTOBER  , 31, 2004",Completed
1,Blood pressure; Body temperature; Heart rate; Respiratory frequency,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,ESAT-6CFP10,95442,96,ESAT-6CFP10; tuberculin purified protein derivative (AnHui Longcom Biologic Pharmacy Co Ltd),96,null,Clinical Study of Recombinant Mycobacterium Tuberculosis ESAT-6CFP10 Allergen for Children,LTAO-EC III-CHILDREN; NCT03027154,Anhui Zhifei Longcom Biopharmaceutical Co Ltd,285889,"OCTOBER  , 31, 2016",Completed
3,Cytotoxic T-Lymphocytes; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain,Mycobacterium tuberculosis infection,null,Phase 1b Clinical,C1B,H4:IC31,48499,84,BCG; H4 + IC31; SSI H56-IC31,84,A-042,"Phase Ib, Safety and Immunogenicity Trial of BCG Revaccination, H4:IC31 and H56:IC31 in Healthy, HIV-1-Uninfected Adolescents",A-042; HVTN 602 / AERAS A-042; NCT02378207,Aeras,223463,"MAY      , 31, 2015",Completed
1,Cytokines; Immunoglobulin G,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,SSI H56-IC31,74849,900,SSI H56-IC31,900,null,Study to Evaluate H56:IC31 in Preventing Rate of TB Recurrence,A-055; NCT03512249,Aeras,337957,"JANUARY  , 31, 2019",Recruiting
4+,null,Mycobacterium tuberculosis infection,delamanid; ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 1/Phase 2 Clinical,C12,OPC-167832,104447,125,OPC-167832; OPC-167832; delamanid,125,null,A Phase I/II Trial of Multiple Oral Doses of OPC-167832 for Uncomplicated Pulmonary Tuberculosis,323-201-00003; NCT03678688; OPP1178898,Otsuka Pharmaceutical Development and Commercialization Inc,353987,"OCTOBER  , 25, 2018",Recruiting
2,C-reactive protein,Mycobacterium tuberculosis infection,etanercept,Phase 4 Clinical,C4,etanercept,4567,174,tofacitinib,174,null,Risk of Tuberculosis and Other Infections in Patients of Spondyloarthritis Treated With Tofacitinib in Bangladesh,2018/547; NCT03504072,Bangabandhu Sheikh Mujib Medical University,337163,"JANUARY  , 16, 2018",Recruiting
2,T-Helper Lymphocytes; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,dolutegravir + lamivudine + tenofovir,Phase 2 Clinical,C2,dolutegravir,59062,108,dolutegravir; dolutegravir + lamivudine + tenofovir,108,RADIANT-TB,Standard Versus Double Dose Dolutegravir in Patients With HIV-associated Tuberculosis,CIDRI003; NCT03851588; RADIANT-TB,University of Cape Town,371202,"MAY      , 01, 2019",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,rifapentine,15102,11,doravirine; isoniazid; rifapentine,11,DORIIS,"Doravirine, Rifapentine and Isoniazid Interaction",12690; DORIIS; NCT03886701,Thomas Jefferson University,374387,"APRIL    , 30, 2019",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,cadi-05,55173,300,cadi-05,300,null,Efficacy and Safety of Immunomodulator as an Adjunct Therapy in New Pulmonary Tuberculosis (Category I) Patients,CR-01C-1/2003-10; NCT00341328; NI-894,"Ministry of Science and Technology, India",10866,"MARCH    , 31, 2007",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,lamivudine,3474,400,efavirenz; ethambutol; isoniazid; lamivudine; pyrazinamide; rifabutin; rifampicin; stavudine; zidovudine,400,null,Acquired Immunodeficiency Syndrome (AIDS) and Tuberculosis (TB) Co-Infection Treatment Strategies Study of China,2008ZX10001-008; NCT01344148,Shanghai Public Health Clinical Center,76946,"FEBRUARY , 28, 2009",Recruiting
